datetime,TRFFCVLM,OCCPNCY,SPD_AVG
2023-12-11 00:00:00,150,5,96
2023-12-11 00:05:00,30,4,95
2023-12-11 00:10:00,32,4,94
2023-12-11 00:15:00,35,4,94
2023-12-11 00:20:00,38,4,94
2023-12-11 00:25:00,40,4,94
2023-12-11 00:30:00,43,4,94
2023-12-11 00:35:00,46,4,94
2023-12-11 00:40:00,48,4,94
2023-12-11 00:45:00,51,4,94
2023-12-11 00:50:00,54,4,94
2023-12-11 00:55:00,56,4,94
2023-12-11 01:00:00,59,4,93
2023-12-11 01:05:00,62,4,93
2023-12-11 01:10:00,65,4,93
2023-12-11 01:15:00,67,4,93
2023-12-11 01:20:00,70,5,93
2023-12-11 01:25:00,73,5,93
2023-12-11 01:30:00,75,5,93
2023-12-11 01:35:00,78,5,93
2023-12-11 01:40:00,81,5,93
2023-12-11 01:45:00,83,5,93
2023-12-11 01:50:00,86,5,92
2023-12-11 01:55:00,89,5,92
2023-12-11 02:00:00,92,5,92
2023-12-11 02:05:00,94,5,92
2023-12-11 02:10:00,97,5,92
2023-12-11 02:15:00,100,5,92
2023-12-11 02:20:00,102,5,92
2023-12-11 02:25:00,105,5,92
2023-12-11 02:30:00,108,6,92
2023-12-11 02:35:00,110,6,92
2023-12-11 02:40:00,113,6,91
2023-12-11 02:45:00,116,6,91
2023-12-11 02:50:00,119,6,91
2023-12-11 02:55:00,121,6,91
2023-12-11 03:00:00,124,6,91
2023-12-11 03:05:00,127,6,91
2023-12-11 03:10:00,129,6,91
2023-12-11 03:15:00,132,6,91
2023-12-11 03:20:00,135,6,91
2023-12-11 03:25:00,137,6,91
2023-12-11 03:30:00,140,6,91
2023-12-11 03:35:00,143,6,90
2023-12-11 03:40:00,146,7,90
2023-12-11 03:45:00,148,7,90
2023-12-11 03:50:00,151,7,90
2023-12-11 03:55:00,154,7,90
2023-12-11 04:00:00,156,7,90
2023-12-11 04:05:00,159,7,90
2023-12-11 04:10:00,162,7,90
2023-12-11 04:15:00,164,7,90
2023-12-11 04:20:00,167,7,90
2023-12-11 04:25:00,170,7,89
2023-12-11 04:30:00,173,7,89
2023-12-11 04:35:00,175,7,89
2023-12-11 04:40:00,178,7,89
2023-12-11 04:45:00,181,7,89
2023-12-11 04:50:00,183,8,89
2023-12-11 04:55:00,186,8,89
2023-12-11 05:00:00,189,8,89
2023-12-11 05:05:00,191,8,89
2023-12-11 05:10:00,194,8,89
2023-12-11 05:15:00,197,8,88
2023-12-11 05:20:00,200,8,88
2023-12-11 05:25:00,202,8,88
2023-12-11 05:30:00,205,8,88
2023-12-11 05:35:00,208,8,88
2023-12-11 05:40:00,210,8,88
2023-12-11 05:45:00,213,8,88
2023-12-11 05:50:00,216,8,88
2023-12-11 05:55:00,218,8,88
2023-12-11 06:00:00,221,9,88
2023-12-11 06:05:00,224,9,87
2023-12-11 06:10:00,227,9,87
2023-12-11 06:15:00,229,9,87
2023-12-11 06:20:00,232,9,87
2023-12-11 06:25:00,235,9,87
2023-12-11 06:30:00,237,9,87
2023-12-11 06:35:00,240,9,87
2023-12-11 06:40:00,243,9,87
2023-12-11 06:45:00,245,9,87
2023-12-11 06:50:00,248,9,87
2023-12-11 06:55:00,251,9,87
2023-12-11 07:00:00,254,9,86
2023-12-11 07:05:00,256,9,86
2023-12-11 07:10:00,259,10,86
2023-12-11 07:15:00,262,10,86
2023-12-11 07:20:00,264,10,86
2023-12-11 07:25:00,267,10,86
2023-12-11 07:30:00,270,10,86
2023-12-11 07:35:00,272,10,86
2023-12-11 07:40:00,275,10,86
2023-12-11 07:45:00,278,10,86
2023-12-11 07:50:00,281,10,85
2023-12-11 07:55:00,283,10,85
2023-12-11 08:00:00,286,10,85
2023-12-11 08:05:00,289,10,85
2023-12-11 08:10:00,291,10,85
2023-12-11 08:15:00,294,10,85
2023-12-11 08:20:00,297,11,85
2023-12-11 08:25:00,299,11,85
2023-12-11 08:30:00,302,11,85
2023-12-11 08:35:00,305,11,85
2023-12-11 08:40:00,308,11,84
2023-12-11 08:45:00,310,11,84
2023-12-11 08:50:00,313,11,84
2023-12-11 08:55:00,316,11,84
2023-12-11 09:00:00,318,11,84
2023-12-11 09:05:00,321,11,84
2023-12-11 09:10:00,324,11,84
2023-12-11 09:15:00,326,11,84
2023-12-11 09:20:00,329,11,84
2023-12-11 09:25:00,332,11,84
2023-12-11 09:30:00,335,12,84
2023-12-11 09:35:00,426,11,88
2023-12-11 09:40:00,414,11,89
2023-12-11 09:45:00,383,10,87
2023-12-11 09:50:00,420,11,85
2023-12-11 09:55:00,445,12,86
2023-12-11 10:00:00,394,10,88
2023-12-11 10:05:00,393,10,87
2023-12-11 10:10:00,437,12,84
2023-12-11 10:15:00,437,12,83
2023-12-11 10:20:00,405,11,82
2023-12-11 10:25:00,449,13,80
2023-12-11 10:30:00,401,11,86
2023-12-11 10:35:00,426,12,84
2023-12-11 10:40:00,413,12,85
2023-12-11 10:45:00,440,12,80
2023-12-11 10:50:00,420,12,82
2023-12-11 10:55:00,394,17,66
2023-12-11 11:00:00,385,37,33
2023-12-11 11:05:00,378,37,31
2023-12-11 11:10:00,436,35,32
2023-12-11 11:15:00,482,18,59
2023-12-11 11:20:00,424,11,79
2023-12-11 11:25:00,418,12,80
2023-12-11 11:30:00,383,9,83
2023-12-11 11:35:00,366,10,80
2023-12-11 11:40:00,354,9,81
2023-12-11 11:45:00,345,9,83
2023-12-11 11:50:00,417,12,78
2023-12-11 11:55:00,309,9,82
2023-12-11 12:00:00,404,12,79
2023-12-11 12:05:00,376,10,83
2023-12-11 12:10:00,384,11,82
2023-12-11 12:15:00,372,11,80
2023-12-11 12:20:00,348,10,81
2023-12-11 12:25:00,359,11,83
2023-12-11 12:30:00,306,9,82
2023-12-11 12:35:00,333,9,79
2023-12-11 12:40:00,298,9,78
2023-12-11 12:45:00,321,10,77
2023-12-11 12:50:00,328,10,79
2023-12-11 12:55:00,376,11,76
2023-12-11 13:00:00,298,8,76
2023-12-11 13:05:00,370,12,74
2023-12-11 13:10:00,314,9,76
2023-12-11 13:15:00,326,10,76
2023-12-11 13:20:00,335,12,72
2023-12-11 13:25:00,339,11,74
2023-12-11 13:30:00,341,11,74
2023-12-11 13:35:00,332,9,78
2023-12-11 13:40:00,322,9,79
2023-12-11 13:45:00,288,9,78
2023-12-11 13:50:00,328,9,77
2023-12-11 13:55:00,313,9,81
2023-12-11 14:00:00,335,10,87
2023-12-11 14:05:00,339,11,81
2023-12-11 14:10:00,364,11,77
2023-12-11 14:15:00,415,12,80
2023-12-11 14:20:00,375,11,79
2023-12-11 14:25:00,369,10,80
2023-12-11 14:30:00,358,10,77
2023-12-11 14:35:00,371,11,77
2023-12-11 14:40:00,367,11,76
2023-12-11 14:45:00,391,11,77
2023-12-11 14:50:00,367,10,80
2023-12-11 14:55:00,371,11,78
2023-12-11 15:00:00,398,11,79
2023-12-11 15:05:00,351,10,80
2023-12-11 15:10:00,311,8,83
2023-12-11 15:15:00,364,10,83
2023-12-11 15:20:00,379,12,78
2023-12-11 15:25:00,383,13,78
2023-12-11 15:30:00,399,14,73
2023-12-11 15:35:00,381,14,73
2023-12-11 15:40:00,401,14,72
2023-12-11 15:45:00,330,11,74
2023-12-11 15:50:00,339,11,73
2023-12-11 15:55:00,390,13,73
2023-12-11 16:00:00,335,11,72
2023-12-11 16:05:00,368,13,72
2023-12-11 16:10:00,379,12,73
2023-12-11 16:15:00,384,13,72
2023-12-11 16:20:00,370,15,71
2023-12-11 16:25:00,398,14,73
2023-12-11 16:30:00,351,13,73
2023-12-11 16:35:00,361,17,72
2023-12-11 16:40:00,360,14,75
2023-12-11 16:45:00,376,19,70
2023-12-11 16:50:00,372,20,66
2023-12-11 16:55:00,342,21,70
2023-12-11 17:00:00,389,24,69
2023-12-11 17:05:00,351,18,72
2023-12-11 17:10:00,347,19,73
2023-12-11 17:15:00,379,21,73
2023-12-11 17:20:00,350,20,73
2023-12-11 17:25:00,344,21,73
2023-12-11 17:30:00,370,29,67
2023-12-11 17:35:00,317,18,72
2023-12-11 17:40:00,222,19,65
2023-12-11 17:45:00,355,22,72
2023-12-11 17:50:00,289,23,64
2023-12-11 17:55:00,265,20,67
2023-12-11 18:00:00,286,19,70
2023-12-11 18:05:00,346,21,71
2023-12-11 18:10:00,293,24,69
2023-12-11 18:15:00,315,21,72
2023-12-11 18:20:00,309,26,67
2023-12-11 18:25:00,291,22,69
2023-12-11 18:30:00,293,23,68
2023-12-11 18:35:00,256,13,77
2023-12-11 18:40:00,196,17,70
2023-12-11 18:45:00,199,21,64
2023-12-11 18:50:00,259,17,72
2023-12-11 18:55:00,256,17,68
2023-12-11 19:00:00,282,18,73
2023-12-11 19:05:00,298,19,69
2023-12-11 19:10:00,244,17,67
2023-12-11 19:15:00,223,19,73
2023-12-11 19:20:00,209,15,67
2023-12-11 19:25:00,188,13,75
2023-12-11 19:30:00,198,14,68
2023-12-11 19:35:00,240,15,69
2023-12-11 19:40:00,212,14,72
2023-12-11 19:45:00,217,14,71
2023-12-11 19:50:00,222,16,71
2023-12-11 19:55:00,218,14,71
2023-12-11 20:00:00,211,14,69
2023-12-11 20:05:00,223,14,75
2023-12-11 20:10:00,239,18,68
2023-12-11 20:15:00,210,15,78
2023-12-11 20:20:00,213,13,76
2023-12-11 20:25:00,240,14,70
2023-12-11 20:30:00,238,18,74
2023-12-11 20:35:00,242,13,77
2023-12-11 20:40:00,190,11,79
2023-12-11 20:45:00,228,13,78
2023-12-11 20:50:00,192,12,79
2023-12-11 20:55:00,219,14,80
2023-12-11 21:00:00,220,14,84
2023-12-11 21:05:00,219,14,79
2023-12-11 21:10:00,217,12,85
2023-12-11 21:15:00,211,12,81
2023-12-11 21:20:00,199,14,73
2023-12-11 21:25:00,229,14,71
2023-12-11 21:30:00,188,12,69
2023-12-11 21:35:00,206,16,71
2023-12-11 21:40:00,201,14,68
2023-12-11 21:45:00,181,12,71
2023-12-11 21:50:00,218,14,73
2023-12-11 21:55:00,195,14,72
2023-12-11 22:00:00,191,11,74
2023-12-11 22:05:00,184,11,76
2023-12-11 22:10:00,192,14,75
2023-12-11 22:15:00,164,13,72
2023-12-11 22:20:00,172,11,79
2023-12-11 22:25:00,157,11,79
2023-12-11 22:30:00,151,11,84
2023-12-11 22:35:00,172,10,87
2023-12-11 22:40:00,146,10,89
2023-12-11 22:45:00,170,10,85
2023-12-11 22:50:00,132,11,92
2023-12-11 22:55:00,166,12,86
2023-12-11 23:00:00,166,9,87
2023-12-11 23:05:00,156,9,84
2023-12-11 23:10:00,129,6,85
2023-12-11 23:15:00,149,9,90
2023-12-11 23:20:00,157,12,86
2023-12-11 23:25:00,130,8,93
2023-12-11 23:30:00,124,8,88
2023-12-11 23:35:00,129,8,89
2023-12-11 23:40:00,100,13,89
2023-12-11 23:45:00,108,11,88
2023-12-11 23:50:00,115,12,89
2023-12-11 23:55:00,126,7,87
2023-12-12 00:00:00,115,8,81
2023-12-12 00:05:00,109,9,73
2023-12-12 00:10:00,89,5,81
2023-12-12 00:15:00,116,7,78
2023-12-12 00:20:00,81,5,88
2023-12-12 00:25:00,102,9,84
2023-12-12 00:30:00,92,5,74
2023-12-12 00:35:00,112,9,84
2023-12-12 00:40:00,113,7,83
2023-12-12 00:45:00,80,6,78
2023-12-12 00:50:00,97,7,79
2023-12-12 00:55:00,88,7,82
2023-12-12 01:00:00,109,7,79
2023-12-12 01:05:00,85,4,77
2023-12-12 01:10:00,96,7,81
2023-12-12 01:15:00,77,7,79
2023-12-12 01:20:00,85,4,84
2023-12-12 01:25:00,76,4,76
2023-12-12 01:30:00,79,4,87
2023-12-12 01:35:00,83,4,81
2023-12-12 01:40:00,80,5,84
2023-12-12 01:45:00,74,6,78
2023-12-12 01:50:00,95,10,82
2023-12-12 01:55:00,67,3,80
2023-12-12 02:00:00,73,4,84
2023-12-12 02:05:00,91,6,78
2023-12-12 02:10:00,81,5,87
2023-12-12 02:15:00,91,5,84
2023-12-12 02:20:00,71,4,82
2023-12-12 02:25:00,72,4,76
2023-12-12 02:30:00,68,4,78
2023-12-12 02:35:00,62,4,84
2023-12-12 02:40:00,65,3,83
2023-12-12 02:45:00,62,2,92
2023-12-12 02:50:00,77,4,87
2023-12-12 02:55:00,64,4,78
2023-12-12 03:00:00,56,3,80
2023-12-12 03:05:00,75,5,82
2023-12-12 03:10:00,78,7,80
2023-12-12 03:15:00,79,6,75
2023-12-12 03:20:00,75,5,80
2023-12-12 03:25:00,56,3,81
2023-12-12 03:30:00,64,4,78
2023-12-12 03:35:00,59,4,77
2023-12-12 03:40:00,46,2,87
2023-12-12 03:45:00,83,4,76
2023-12-12 03:50:00,60,2,85
2023-12-12 03:55:00,79,5,83
2023-12-12 04:00:00,97,4,86
2023-12-12 04:05:00,97,3,82
2023-12-12 04:10:00,80,4,83
2023-12-12 04:15:00,87,4,82
2023-12-12 04:20:00,86,4,89
2023-12-12 04:25:00,112,8,85
2023-12-12 04:30:00,117,8,82
2023-12-12 04:35:00,107,4,84
2023-12-12 04:40:00,142,5,85
2023-12-12 04:45:00,120,6,85
2023-12-12 04:50:00,127,6,87
2023-12-12 04:55:00,129,6,88
2023-12-12 05:00:00,178,5,85
2023-12-12 05:05:00,133,5,89
2023-12-12 05:10:00,194,8,89
2023-12-12 05:15:00,173,4,90
2023-12-12 05:20:00,191,8,84
2023-12-12 05:25:00,205,6,85
2023-12-12 05:30:00,207,7,86
2023-12-12 05:35:00,229,7,85
2023-12-12 05:40:00,208,5,90
2023-12-12 05:45:00,262,8,85
2023-12-12 05:50:00,233,6,90
2023-12-12 05:55:00,254,7,89
2023-12-12 06:00:00,313,9,88
2023-12-12 06:05:00,298,7,91
2023-12-12 06:10:00,269,9,87
2023-12-12 06:15:00,323,9,84
2023-12-12 06:20:00,299,11,81
2023-12-12 06:25:00,289,7,85
2023-12-12 06:30:00,395,10,81
2023-12-12 06:35:00,357,9,85
2023-12-12 06:40:00,328,9,83
2023-12-12 06:45:00,334,9,86
2023-12-12 06:50:00,330,9,86
2023-12-12 06:55:00,367,10,82
2023-12-12 07:00:00,338,9,86
2023-12-12 07:05:00,373,9,86
2023-12-12 07:10:00,361,10,85
2023-12-12 07:15:00,399,11,85
2023-12-12 07:20:00,359,10,86
2023-12-12 07:25:00,375,10,85
2023-12-12 07:30:00,384,9,88
2023-12-12 07:35:00,369,10,86
2023-12-12 07:40:00,384,10,87
2023-12-12 07:45:00,388,10,87
2023-12-12 07:50:00,411,10,86
2023-12-12 07:55:00,420,10,84
2023-12-12 08:00:00,418,10,86
2023-12-12 08:05:00,440,10,85
2023-12-12 08:10:00,400,10,88
2023-12-12 08:15:00,418,10,89
2023-12-12 08:20:00,389,9,89
2023-12-12 08:25:00,424,10,86
2023-12-12 08:30:00,384,9,88
2023-12-12 08:35:00,392,9,88
2023-12-12 08:40:00,441,11,89
2023-12-12 08:45:00,433,10,88
2023-12-12 08:50:00,435,10,90
2023-12-12 08:55:00,395,10,90
2023-12-12 09:00:00,410,10,90
2023-12-12 09:05:00,466,13,86
2023-12-12 09:10:00,398,10,87
2023-12-12 09:15:00,441,12,86
2023-12-12 09:20:00,384,10,88
2023-12-12 09:25:00,389,11,89
2023-12-12 09:30:00,402,11,89
2023-12-12 09:35:00,446,13,87
2023-12-12 09:40:00,358,10,89
2023-12-12 09:45:00,387,10,89
2023-12-12 09:50:00,386,10,90
2023-12-12 09:55:00,442,12,88
2023-12-12 10:00:00,422,11,87
2023-12-12 10:05:00,394,10,91
2023-12-12 10:10:00,367,10,88
2023-12-12 10:15:00,330,9,90
2023-12-12 10:20:00,442,12,85
2023-12-12 10:25:00,427,11,90
2023-12-12 10:30:00,433,12,87
2023-12-12 10:35:00,440,12,87
2023-12-12 10:40:00,435,11,85
2023-12-12 10:45:00,425,11,88
2023-12-12 10:50:00,176,12,87
2023-12-12 10:55:00,180,11,87
2023-12-12 11:00:00,184,11,87
2023-12-12 11:05:00,188,11,87
2023-12-12 11:10:00,193,11,87
2023-12-12 11:15:00,197,11,87
2023-12-12 11:20:00,201,11,87
2023-12-12 11:25:00,205,11,87
2023-12-12 11:30:00,210,11,87
2023-12-12 11:35:00,214,11,87
2023-12-12 11:40:00,218,11,87
2023-12-12 11:45:00,222,11,87
2023-12-12 11:50:00,227,11,87
2023-12-12 11:55:00,231,10,87
2023-12-12 12:00:00,235,10,87
2023-12-12 12:05:00,240,10,87
2023-12-12 12:10:00,244,10,87
2023-12-12 12:15:00,248,10,87
2023-12-12 12:20:00,252,10,87
2023-12-12 12:25:00,257,10,88
2023-12-12 12:30:00,261,10,88
2023-12-12 12:35:00,265,10,88
2023-12-12 12:40:00,269,10,88
2023-12-12 12:45:00,274,10,88
2023-12-12 12:50:00,278,10,88
2023-12-12 12:55:00,282,9,88
2023-12-12 13:00:00,287,9,88
2023-12-12 13:05:00,291,9,88
2023-12-12 13:10:00,295,9,88
2023-12-12 13:15:00,299,9,88
2023-12-12 13:20:00,304,9,88
2023-12-12 13:25:00,308,9,88
2023-12-12 13:30:00,312,9,88
2023-12-12 13:35:00,316,9,88
2023-12-12 13:40:00,321,9,88
2023-12-12 13:45:00,325,9,88
2023-12-12 13:50:00,329,9,88
2023-12-12 13:55:00,334,9,89
2023-12-12 14:00:00,356,9,88
2023-12-12 14:05:00,355,9,90
2023-12-12 14:10:00,338,9,92
2023-12-12 14:15:00,334,9,89
2023-12-12 14:20:00,387,11,87
2023-12-12 14:25:00,363,10,88
2023-12-12 14:30:00,347,11,87
2023-12-12 14:35:00,383,12,87
2023-12-12 14:40:00,411,12,86
2023-12-12 14:45:00,360,11,88
2023-12-12 14:50:00,391,12,86
2023-12-12 14:55:00,357,11,88
2023-12-12 15:00:00,410,13,86
2023-12-12 15:05:00,398,12,86
2023-12-12 15:10:00,361,10,90
2023-12-12 15:15:00,373,10,89
2023-12-12 15:20:00,365,9,91
2023-12-12 15:25:00,410,10,88
2023-12-12 15:30:00,322,8,90
2023-12-12 15:35:00,367,9,89
2023-12-12 15:40:00,353,9,89
2023-12-12 15:45:00,405,10,89
2023-12-12 15:50:00,368,9,89
2023-12-12 15:55:00,403,11,87
2023-12-12 16:00:00,356,9,90
2023-12-12 16:05:00,421,11,87
2023-12-12 16:10:00,399,10,89
2023-12-12 16:15:00,417,11,86
2023-12-12 16:20:00,386,10,90
2023-12-12 16:25:00,396,10,87
2023-12-12 16:30:00,414,10,87
2023-12-12 16:35:00,358,8,87
2023-12-12 16:40:00,476,11,87
2023-12-12 16:45:00,383,8,89
2023-12-12 16:50:00,405,9,89
2023-12-12 16:55:00,333,9,87
2023-12-12 17:00:00,396,10,86
2023-12-12 17:05:00,460,12,85
2023-12-12 17:10:00,380,10,87
2023-12-12 17:15:00,394,9,88
2023-12-12 17:20:00,376,9,87
2023-12-12 17:25:00,385,10,87
2023-12-12 17:30:00,377,10,86
2023-12-12 17:35:00,353,9,86
2023-12-12 17:40:00,334,11,86
2023-12-12 17:45:00,381,11,83
2023-12-12 17:50:00,328,9,82
2023-12-12 17:55:00,340,10,88
2023-12-12 18:00:00,350,9,86
2023-12-12 18:05:00,338,9,86
2023-12-12 18:10:00,330,9,85
2023-12-12 18:15:00,309,9,89
2023-12-12 18:20:00,301,7,87
2023-12-12 18:25:00,329,9,86
2023-12-12 18:30:00,306,7,89
2023-12-12 18:35:00,286,9,85
2023-12-12 18:40:00,320,9,87
2023-12-12 18:45:00,272,7,90
2023-12-12 18:50:00,262,7,87
2023-12-12 18:55:00,261,8,90
2023-12-12 19:00:00,240,7,89
2023-12-12 19:05:00,287,9,90
2023-12-12 19:10:00,250,9,89
2023-12-12 19:15:00,246,8,86
2023-12-12 19:20:00,207,5,91
2023-12-12 19:25:00,251,6,88
2023-12-12 19:30:00,255,7,89
2023-12-12 19:35:00,215,9,91
2023-12-12 19:40:00,219,7,89
2023-12-12 19:45:00,219,6,90
2023-12-12 19:50:00,177,5,93
2023-12-12 19:55:00,173,6,88
2023-12-12 20:00:00,197,6,91
2023-12-12 20:05:00,170,7,89
2023-12-12 20:10:00,183,6,89
2023-12-12 20:15:00,231,6,88
2023-12-12 20:20:00,240,7,89
2023-12-12 20:25:00,246,7,89
2023-12-12 20:30:00,150,5,87
2023-12-12 20:35:00,161,5,91
2023-12-12 20:40:00,195,6,90
2023-12-12 20:45:00,200,5,92
2023-12-12 20:50:00,210,5,91
2023-12-12 20:55:00,189,5,90
2023-12-12 21:00:00,200,5,90
2023-12-12 21:05:00,226,6,89
2023-12-12 21:10:00,172,4,90
2023-12-12 21:15:00,202,5,89
2023-12-12 21:20:00,196,5,90
2023-12-12 21:25:00,213,6,93
2023-12-12 21:30:00,174,5,92
2023-12-12 21:35:00,164,5,93
2023-12-12 21:40:00,163,4,92
2023-12-12 21:45:00,167,4,93
2023-12-12 21:50:00,179,4,92
2023-12-12 21:55:00,175,4,93
2023-12-12 22:00:00,159,4,95
2023-12-12 22:05:00,185,4,92
2023-12-12 22:10:00,160,4,92
2023-12-12 22:15:00,138,4,94
2023-12-12 22:20:00,167,4,91
2023-12-12 22:25:00,130,3,94
2023-12-12 22:30:00,151,4,92
2023-12-12 22:35:00,139,3,92
2023-12-12 22:40:00,126,4,90
2023-12-12 22:45:00,148,6,91
2023-12-12 22:50:00,119,3,90
2023-12-12 22:55:00,135,3,95
2023-12-12 23:00:00,123,4,91
2023-12-12 23:05:00,136,4,91
2023-12-12 23:10:00,129,3,90
2023-12-12 23:15:00,150,4,87
2023-12-12 23:20:00,129,3,92
2023-12-12 23:25:00,118,3,90
2023-12-12 23:30:00,118,3,93
2023-12-12 23:35:00,107,4,90
2023-12-12 23:40:00,127,4,93
2023-12-12 23:45:00,141,5,90
2023-12-12 23:50:00,140,4,90
2023-12-12 23:55:00,116,5,86
2023-12-13 00:00:00,118,7,81
2023-12-13 00:05:00,122,4,86
2023-12-13 00:10:00,113,4,88
2023-12-13 00:15:00,113,3,93
2023-12-13 00:20:00,105,3,84
2023-12-13 00:25:00,106,3,87
2023-12-13 00:30:00,101,2,90
2023-12-13 00:35:00,111,3,88
2023-12-13 00:40:00,86,3,85
2023-12-13 00:45:00,82,2,88
2023-12-13 00:50:00,89,4,86
2023-12-13 00:55:00,80,3,91
2023-12-13 01:00:00,88,2,88
2023-12-13 01:05:00,81,3,86
2023-12-13 01:10:00,93,5,79
2023-12-13 01:15:00,94,4,85
2023-12-13 01:20:00,103,3,87
2023-12-13 01:25:00,105,5,78
2023-12-13 01:30:00,106,4,85
2023-12-13 01:35:00,85,2,84
2023-12-13 01:40:00,97,6,77
2023-12-13 01:45:00,90,3,85
2023-12-13 01:50:00,85,4,82
2023-12-13 01:55:00,83,3,82
2023-12-13 02:00:00,80,4,86
2023-12-13 02:05:00,70,3,81
2023-12-13 02:10:00,83,3,89
2023-12-13 02:15:00,73,2,86
2023-12-13 02:20:00,59,2,85
2023-12-13 02:25:00,102,3,84
2023-12-13 02:30:00,64,2,83
2023-12-13 02:35:00,66,2,84
2023-12-13 02:40:00,76,3,84
2023-12-13 02:45:00,74,2,79
2023-12-13 02:50:00,73,4,80
2023-12-13 02:55:00,72,2,89
2023-12-13 03:00:00,71,3,82
2023-12-13 03:05:00,68,3,75
2023-12-13 03:10:00,72,3,83
2023-12-13 03:15:00,72,2,82
2023-12-13 03:20:00,70,3,84
2023-12-13 03:25:00,64,3,86
2023-12-13 03:30:00,82,3,85
2023-12-13 03:35:00,70,6,80
2023-12-13 03:40:00,79,3,90
2023-12-13 03:45:00,70,3,84
2023-12-13 03:50:00,85,3,83
2023-12-13 03:55:00,103,5,81
2023-12-13 04:00:00,99,4,81
2023-12-13 04:05:00,66,3,79
2023-12-13 04:10:00,67,2,87
2023-12-13 04:15:00,84,3,87
2023-12-13 04:20:00,96,6,83
2023-12-13 04:25:00,113,3,82
2023-12-13 04:30:00,99,3,84
2023-12-13 04:35:00,100,3,85
2023-12-13 04:40:00,116,5,83
2023-12-13 04:45:00,125,5,82
2023-12-13 04:50:00,141,4,84
2023-12-13 04:55:00,130,4,84
2023-12-13 05:00:00,133,6,81
2023-12-13 05:05:00,146,4,86
2023-12-13 05:10:00,137,6,82
2023-12-13 05:15:00,165,6,85
2023-12-13 05:20:00,138,3,90
2023-12-13 05:25:00,173,7,87
2023-12-13 05:30:00,220,5,84
2023-12-13 05:35:00,230,7,84
2023-12-13 05:40:00,220,5,87
2023-12-13 05:45:00,202,5,86
2023-12-13 05:50:00,218,6,86
2023-12-13 05:55:00,242,7,86
2023-12-13 06:00:00,266,9,86
2023-12-13 06:05:00,270,7,86
2023-12-13 06:10:00,304,9,84
2023-12-13 06:15:00,263,8,86
2023-12-13 06:20:00,306,8,86
2023-12-13 06:25:00,292,8,87
2023-12-13 06:30:00,307,7,88
2023-12-13 06:35:00,340,11,83
2023-12-13 06:40:00,338,9,85
2023-12-13 06:45:00,351,10,86
2023-12-13 06:50:00,367,10,85
2023-12-13 06:55:00,334,11,82
2023-12-13 07:00:00,414,11,83
2023-12-13 07:05:00,378,12,83
2023-12-13 07:10:00,396,11,84
2023-12-13 07:15:00,398,12,84
2023-12-13 07:20:00,377,12,87
2023-12-13 07:25:00,378,9,88
2023-12-13 07:30:00,361,9,84
2023-12-13 07:35:00,416,10,86
2023-12-13 07:40:00,406,10,86
2023-12-13 07:45:00,424,10,86
2023-12-13 07:50:00,433,11,85
2023-12-13 07:55:00,393,10,88
2023-12-13 08:00:00,409,9,86
2023-12-13 08:05:00,432,11,87
2023-12-13 08:10:00,446,11,85
2023-12-13 08:15:00,388,8,90
2023-12-13 08:20:00,444,10,90
2023-12-13 08:25:00,409,10,89
2023-12-13 08:30:00,382,9,90
2023-12-13 08:35:00,361,8,90
2023-12-13 08:40:00,389,9,88
2023-12-13 08:45:00,424,10,88
2023-12-13 08:50:00,434,10,89
2023-12-13 08:55:00,439,11,88
2023-12-13 09:00:00,501,12,86
2023-12-13 09:05:00,488,12,87
2023-12-13 09:10:00,447,11,88
2023-12-13 09:15:00,526,13,86
2023-12-13 09:20:00,462,11,89
2023-12-13 09:25:00,504,13,87
2023-12-13 09:30:00,400,10,89
2023-12-13 09:35:00,440,12,86
2023-12-13 09:40:00,480,13,85
2023-12-13 09:45:00,450,12,87
2023-12-13 09:50:00,392,10,88
2023-12-13 09:55:00,456,12,86
2023-12-13 10:00:00,417,11,89
2023-12-13 10:05:00,453,13,84
2023-12-13 10:10:00,394,12,86
2023-12-13 10:15:00,461,14,83
2023-12-13 10:20:00,402,12,86
2023-12-13 10:25:00,442,11,84
2023-12-13 10:30:00,422,11,87
2023-12-13 10:35:00,428,12,84
2023-12-13 10:40:00,439,11,87
2023-12-13 10:45:00,429,12,85
2023-12-13 10:50:00,466,13,84
2023-12-13 10:55:00,448,12,85
2023-12-13 11:00:00,415,11,89
2023-12-13 11:05:00,433,11,87
2023-12-13 11:10:00,412,11,85
2023-12-13 11:15:00,440,12,86
2023-12-13 11:20:00,457,12,84
2023-12-13 11:25:00,446,10,89
2023-12-13 11:30:00,459,13,84
2023-12-13 11:35:00,437,11,86
2023-12-13 11:40:00,441,11,88
2023-12-13 11:45:00,452,10,89
2023-12-13 11:50:00,430,11,87
2023-12-13 11:55:00,470,12,87
2023-12-13 12:00:00,441,12,89
2023-12-13 12:05:00,428,11,88
2023-12-13 12:10:00,470,13,85
2023-12-13 12:15:00,391,10,91
2023-12-13 12:20:00,397,9,92
2023-12-13 12:25:00,395,10,90
2023-12-13 12:30:00,410,10,89
2023-12-13 12:35:00,375,10,91
2023-12-13 12:40:00,435,11,90
2023-12-13 12:45:00,380,9,89
2023-12-13 12:50:00,415,10,88
2023-12-13 12:55:00,340,8,92
2023-12-13 13:00:00,398,10,87
2023-12-13 13:05:00,365,8,91
2023-12-13 13:10:00,373,9,91
